category,pub_name,pub_link,author,launch_date,num_subs,sub_rate,top_paid
News,The Signorile Report,https://signorile.substack.com/?utm_source=discover,Michelangelo Signorile,a year ago,Hundreds of subscribers,$5/month,True
News,The Truth Does Not Change According to Our Ability to Stomach It,https://leahsottile.substack.com/?utm_source=discover,Leah Sottile,9 months ago,Hundreds of subscribers,$7/month,True
News,NN Journal,https://www.nnjournal.co.uk/?utm_source=discover,,5 months ago,Hundreds of subscribers,£5/month,True
News,The Tributary: Jacksonville's Journalism Collective,https://thetributary.substack.com/?utm_source=discover,,,Hundreds of subscribers,$9/month,True
News,COVID Reason,https://covidreason.substack.com/?utm_source=discover,,10 months ago,Hundreds of subscribers,$10/month,True
News,Black Lodges,https://blacklodges.substack.com/?utm_source=discover,Steven Vogel,9 months ago,Hundreds of subscribers,$10/month,True
News,PRIMER | North Carolina,https://ncprimer.substack.com/?utm_source=discover,Jeffrey Billman,a year ago,Hundreds of subscribers,$5/month,True
News,Talking Travel Writing,https://travelwriting.substack.com/?utm_source=discover,,a year ago,Hundreds of subscribers,£5/month,True
News,The Dissenter,https://dissenter.substack.com/?utm_source=discover,,3 years ago,,,True
Music,The New Cue,https://thenewcue.substack.com/?utm_source=discover,Ted Kessler,4 months ago,Hundreds of subscribers,£5/month,True
Music,Flow State,https://www.flowstate.fm/?utm_source=discover,mc,2 years ago,Hundreds of subscribers,$6.99/month,True
Music,indify's Daily Flag,https://indify.substack.com/?utm_source=discover,Connor Lawrence,,,$50/month,True
Music,Last Donut of the Night,https://lastdonutofthenight.substack.com/?utm_source=discover,Larry Fitzmaurice,a year ago,Hundreds of subscribers,$5/month,True
Music,First Floor,https://firstfloor.substack.com/?utm_source=discover,Shawn Reynaldo,2 years ago,Hundreds of subscribers,€5/month,True
Music,S/FJ,https://substack.sashafrerejones.com/?utm_source=discover,Sasha Frere-Jones,2 years ago,Hundreds of subscribers,$5/month,True
Music,Stream N' Destroy,https://streamndestroy.substack.com/?utm_source=discover,Ryan J. Downey,2 years ago,Hundreds of subscribers,$5/month,True
Music,For The Record,https://www.thaofortherecord.community/?utm_source=discover,Thao Nguyen,6 months ago,Hundreds of subscribers,$6/month,True
Music,Flagging Down the Double E's,https://dylanlive.substack.com/?utm_source=discover,Ray Padgett,a year ago,Hundreds of subscribers,$5/month,True
Music,Sounds Good!,https://simonsweetman.substack.com/?utm_source=discover,Simon Sweetman,3 months ago,,$5/month,True
Music,Look What You Made Me Do,https://eugenesrobinson.substack.com/?utm_source=discover,Eugene S. Robinson,4 months ago,,$7/month,True
Music,The Rest,https://therest.substack.com/?utm_source=discover,Tanya Kalmanovitch,,,$7/month,True
Music,Abundant Living,https://zacharylipez.substack.com/?utm_source=discover,,,,by Zachary Lipez,True
Music,The Nelson George Mixtape,https://nelsongeorge.substack.com/?utm_source=discover,Nelson George,a year ago,,$7/month,True
Music,Message from the Underworld,https://jimruland.substack.com/?utm_source=discover,Jim Ruland,2 years ago,,$5/month,True
Music,Wu Fei's Music Daily,https://wufeimusic.substack.com/?utm_source=discover,Wu Fei 吴非,a year ago,,$8.88/month,True
Music,Ecléctico,https://www.eclectico.org/?utm_source=discover,Armando Bellmas,2 years ago,,$6/month,True
Music,Babbling On,https://hiltondresden.substack.com/?utm_source=discover,Hilton Dresden,,,$5/month,True
Music,Shuffle Synchronicities,https://shufflesynchronicities.substack.com/?utm_source=discover,Dave Cowen,4 months ago,,$5.55/month,True
Music,Afrobeats Intelligence,https://afrobeatsintelligence.substack.com/?utm_source=discover,Joey Akan,a year ago,,$5/month,True
Music,A Hot Mess,https://holidaysidewinder.substack.com/?utm_source=discover,Holiday Sidewinder,,,$5/month,True
Music,Moronitude,https://charlieconnell.substack.com/?utm_source=discover,Charlie Connell,,,$5/month,True
Music,the hush,https://www.ashraymondjames.com/?utm_source=discover,Ash Raymond James,,,$5/month,True
Music,SERMONS!,https://sermons.substack.com/?utm_source=discover,Jamie Ward,,,$5/month,True
Music,ex-directory,https://exdirectory.substack.com/?utm_source=discover,,6 months ago,,£4/month,True
Literature,Cheryl Strayed,https://cherylstrayed.substack.com/?utm_source=discover,,7 months ago,Thousands of subscribers,$5/month,True
Literature,"Tom Ryan, Author",https://tomryan.substack.com/?utm_source=discover,,a year ago,Thousands of subscribers,$8/month,True
Literature,Garrison Keillor and Friends,https://garrisonkeillor.substack.com/?utm_source=discover,,3 months ago,Thousands of subscribers,$6/month,True
Literature,Astro Poets,https://astropoets.substack.com/?utm_source=discover,,4 months ago,Thousands of subscribers,$6/month,True
Literature,"History, etc",https://danjones.substack.com/?utm_source=discover,Dan Jones,4 months ago,Hundreds of subscribers,£5/month,True
Literature,Gunnars Rundbrief,https://gunnarkaiser.substack.com/?utm_source=discover,Gunnar Kaiser,8 months ago,Hundreds of subscribers,€5/month,True
Literature,Signal Fire,https://www.tylerknott.com/?utm_source=discover,Tyler Knott Gregson,7 months ago,Hundreds of subscribers,$5/month,True
Literature,ASK MOLLY,https://askmolly.substack.com/?utm_source=discover,Heather Havrilesky,2 years ago,Hundreds of subscribers,$5/month,True
Literature,Telltale Crumbs from Maggie Stiefvater,https://maggiestiefvater.substack.com/?utm_source=discover,,3 months ago,Hundreds of subscribers,$5/month,True
Literature,CRAFT TALK,https://1000wordsofsummer.substack.com/?utm_source=discover,Jami Attenberg,2 years ago,Hundreds of subscribers,$5/month,True
Literature,The Wazzock's Review,https://grace.substack.com/?utm_source=discover,Grace Lavery 🐬,2 years ago,Hundreds of subscribers,$6/month,True
Literature,Agents and Books,https://katemckean.substack.com/?utm_source=discover,Kate McKean,3 years ago,Hundreds of subscribers,$5/month,True
Literature,Letters of Note,https://news.lettersofnote.com/?utm_source=discover,Shaun Usher,a year ago,Hundreds of subscribers,£4/month,True
Literature,My Sexy Little Email,https://catcohen.substack.com/?utm_source=discover,Catherine Cohen,10 months ago,Hundreds of subscribers,$5/month,True
Literature,Modern Loss,https://modernloss.substack.com/?utm_source=discover,,6 months ago,Hundreds of subscribers,$8/month,True
Literature,How to Glow in the Dark,https://neonliterary.substack.com/?utm_source=discover,,a year ago,Hundreds of subscribers,$5.99/month,True
Literature,utopian drivel,https://huw.substack.com/?utm_source=discover,Huw Lemmey,2 years ago,Hundreds of subscribers,$5/month,True
Literature,Book Post,https://books.substack.com/?utm_source=discover,Ann Kjellberg,3 years ago,Hundreds of subscribers,$5.99/month,True
Literature,astrology for writers,https://jeannakadlec.substack.com/?utm_source=discover,Jeanna Kadlec,2 years ago,Hundreds of subscribers,$5/month,True
Literature,One More Question,https://onemorequestion.substack.com/?utm_source=discover,Britany Robinson,a year ago,Hundreds of subscribers,$5/month,True
Literature,Write Your Future,https://writeyourfuture.substack.com/?utm_source=discover,,5 months ago,,$20/month,True
Literature,The Big Read 2021: War and Peace,https://thebigread.substack.com/?utm_source=discover,Jeremy Anderberg,8 months ago,Hundreds of subscribers,$5/month,True
Literature,Frugal Chariot,https://frugalchariot.substack.com/?utm_source=discover,Nicie Panetta,7 months ago,,$6/month,True
Literature,Foreign Bodies,https://foreignbodies.substack.com/?utm_source=discover,,2 years ago,Hundreds of subscribers,$5/month,True
Literature,The #AmWriting Podcast,https://amwriting.substack.com/?utm_source=discover,KJ,2 years ago,Hundreds of subscribers,$7/month,True
Art & Illustration,HIDDEN.RSRCH,https://www.hiddenrsrch.com/?utm_source=discover,HIDDEN ⓗ,6 months ago,Thousands of subscribers,$15/month,True
Art & Illustration,DrawTogether with WendyMac,https://club.drawtogether.studio/?utm_source=discover,,3 months ago,Hundreds of subscribers,$6/month,True
Art & Illustration,#The100DayProject Newsletter,https://the100dayproject.substack.com/?utm_source=discover,Lindsay Jean Thomson,2 years ago,Hundreds of subscribers,$7/month,True
Art & Illustration,The NO SUCH THING AS TOO MUCH ART Society,https://thejealouscurator.substack.com/?utm_source=discover,Danielle Krysa,4 months ago,Hundreds of subscribers,$5/month,True
Art & Illustration,Something I Saw,https://somethingisaw.substack.com/?utm_source=discover,kimberly r. drew,,Hundreds of subscribers,$7/month,True
Art & Illustration,Drawing Links,https://drawinglinks.substack.com/?utm_source=discover,Edith Zimmerman,2 years ago,Hundreds of subscribers,$5/month,True
Art & Illustration,The Artist Entrepreneur Club & Newsletter,https://outofthecube.substack.com/?utm_source=discover,Gavriella Abekassis,9 months ago,,£25/month,True
Art & Illustration,The NFT Industry,https://www.loop-news.com/?utm_source=discover,Loopify,5 months ago,,$9.99/month,True
Art & Illustration,Leia Jospe,https://leiaj.substack.com/?utm_source=discover,leiaj,,Hundreds of subscribers,$5/month,True
Art & Illustration,Adam Ferguson,https://adamferguson.substack.com/?utm_source=discover,,2 months ago,Hundreds of subscribers,$7/month,True
Art & Illustration,Dispatches From the Basement,https://josephmassey.substack.com/?utm_source=discover,Joseph Massey,12 days ago,,$5/month,True
Art & Illustration,YeeHawTheBoys Direct,https://yeehawtheboys.substack.com/?utm_source=discover,Daniel Vernon,,,NZ$12/month,True
Art & Illustration,Wylie's Artist Resource,https://wylie.substack.com/?utm_source=discover,Wylie Garcia,,,$5/month,True
Art & Illustration,slow motion sober,https://slowmotionsober.substack.com/?utm_source=discover,dani medrano,a year ago,,$5/month,True
Art & Illustration,Ritual of the Golden Witch,https://goldenwitch.substack.com/?utm_source=discover,GOLDEN WITCH,,,$7/month,True
Art & Illustration,BAD AT KEEPING SECRETS,https://peopleiveloved.substack.com/?utm_source=discover,Carissa Potter,5 months ago,,$5/month,True
Art & Illustration,Ceramics Now Weekly,https://ceramicsnow.substack.com/?utm_source=discover,,,,$5/month,True
Art & Illustration,The Big Yard,https://kenlamberton.substack.com/?utm_source=discover,Ken Lamberton,4 months ago,,$5/month,True
Art & Illustration,EKO,https://ekotoons.com/?utm_source=discover,,,,$8.88/month,True
Art & Illustration,Diary of a Dissident by Jodi Shaw,https://jodishaw.substack.com/?utm_source=discover,,,,$5/month,True
Art & Illustration,Creative Dharma,https://creativedharma.substack.com/?utm_source=discover,,,,$5/month,True
Art & Illustration,Parsha Coloring Pages,https://parshacoloringpages.substack.com/?utm_source=discover,Chari Pere,,,$5/month,True
Art & Illustration,People Who Like Things,https://peoplewholikethings.substack.com/?utm_source=discover,Jordan Ecarma,,,$5/month,True
Art & Illustration,Newsletter Artistique,https://artwave.substack.com/?utm_source=discover,Anne Turlais,a year ago,,€5/month,True
Art & Illustration,Shayla’s Newsletter,https://scdurbois.substack.com/?utm_source=discover,S. C. Durbois,6 months ago,,$5/month,True
Climate,HEATED,https://heated.world/?utm_source=discover,Emily Atkin,2 years ago,Thousands of subscribers,$8/month,True
Climate,Volts,https://www.volts.wtf/?utm_source=discover,David Roberts,6 months ago,Thousands of subscribers,$6/month,True
Climate,This Week in MCJ (My Climate Journey),https://myclimatejourney.substack.com/?utm_source=discover,Jason Jacobs,2 years ago,Thousands of subscribers,$10/month,True
Climate,The Phoenix,https://thephoenix.substack.com/?utm_source=discover,Eric Holthaus,8 months ago,Hundreds of subscribers,$7/month,True
Climate,Inkcap,https://inkcap.substack.com/?utm_source=discover,,a year ago,,by editor@inkcap.co.uk,True
Climate,Climate Risk Review,https://www.climateriskreview.com/?utm_source=discover,Louie Woodall,a year ago,Hundreds of subscribers,$15/month,True
Climate,The Land Desk,https://www.landdesk.org/?utm_source=discover,Jonathan P. Thompson,4 months ago,Hundreds of subscribers,$6/month,True
Climate,Callaway Climate Insights,https://www.callawayclimateinsights.com/?utm_source=discover,,a year ago,,$25/month,True
Climate,Michael Shellenberger,https://michaelshellenberger.substack.com/?utm_source=discover,,3 months ago,Hundreds of subscribers,$7/month,True
Climate,The Planet,https://theplanet.substack.com/?utm_source=discover,Alexander Verbeek 🌍,2 months ago,,$6/month,True
Climate,Hothouse // Solutions,https://hothouse.substack.com/?utm_source=discover,,2 years ago,,$5/month,True
Climate,UPROOTED,https://kamea.substack.com/?utm_source=discover,@GreenDreamerKamea,2 years ago,,$6/month,True
Climate,Energy Flux,https://www.energyflux.news/?utm_source=discover,Seb Kennedy,10 months ago,,£30/month,True
Climate,Intercalation Station,https://intercalationstation.substack.com/?utm_source=discover,,a year ago,,$10/month,True
Climate,Green Rocks,https://greenrocks.substack.com/?utm_source=discover,Ian Morse,a year ago,,$5/month,True
Climate,Climate In Colour,https://climateincolour.substack.com/?utm_source=discover,,a year ago,,£5/month,True
Climate,Nature Rising,https://www.naturerising.world/?utm_source=discover,Karuna Eberl,,,$8/month,True
Climate,Lights On,https://lightson.substack.com/?utm_source=discover,,,,by Lou,True
Climate,Pinch of Dirt,https://pinchofdirt.substack.com/?utm_source=discover,Jessica McKenzie,2 years ago,,$5/month,True
Climate,Field Guide to the Anthropocene,https://jasonanthony.substack.com/?utm_source=discover,Jason Anthony,2 months ago,,$6/month,True
Climate,Need to Know by Stephen Leahy,https://leahy.substack.com/?utm_source=discover,,2 years ago,,CA$5/month,True
Science,Runāt ar Gintu,https://gintaruna.substack.com/?utm_source=discover,,a year ago,Hundreds of subscribers,€5/month,True
Science,Reality's Last Stand,https://colinwright.substack.com/?utm_source=discover,Colin Wright,6 months ago,Hundreds of subscribers,$5/month,True
Science,Reading Research Recap Newsletter,https://readingresearchrecap.substack.com/?utm_source=discover,Neena M. Saha,a year ago,Hundreds of subscribers,$5/month,True
Science,Remote View,https://remoteview.substack.com/?utm_source=discover,Bob Greenyer,6 months ago,,$7/month,True
Science,This Week in Birding,https://www.twibchicago.com/?utm_source=discover,Bob Dolgan,6 months ago,,$7/month,True
Science,Habits of a Free Mind,https://paresky.substack.com/?utm_source=discover,Pamela Paresky,2 months ago,,$6/month,True
Science,COVID Transmissions,https://covidtransmissions.substack.com/?utm_source=discover,John Skylar,10 months ago,,$5/month,True
Science,treethinking,https://ethanlinck.substack.com/?utm_source=discover,Ethan Linck,2 months ago,,$5/month,True
Science,The Reader Crew,https://joshuajames.substack.com/?utm_source=discover,,a year ago,Hundreds of subscribers,$5/month,True
Science,404EVER,https://404ever.substack.com/?utm_source=discover,Lordess Foudre,3 months ago,,$5/month,True
